"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000177","regulation of neural precursor cell proliferation","10/788","90/18903",0.00422187759241062,0.0440196573116133,0.0355884206667251,"ASPM/PROX1/PTN/SHH/FZD3/TOX/RASSF10/APPL2/SHCBP1/WDR62",10
"GO:0070665","positive regulation of leukocyte proliferation","15/788","167/18903",0.00430702927048408,0.0448173206418645,0.0362333047907983,"CD1D/SLC39A10/CCR2/HHLA2/KIT/MEF2C/ZP3/SHH/RIPK2/IL23A/NMB/BCL2/EBI3/TNFSF9/CD209",15
"GO:0110149","regulation of biomineralization","11/788","105/18903",0.00435489743688391,0.0451341570358649,0.0364894564185221,"MEF2C/ADRB2/BMP6/TWIST1/PTN/CYP27B1/BMP4/SOX9/COMP/BMP2/BMP7",11
"GO:1901796","regulation of signal transduction by p53 class mediator","11/788","105/18903",0.00435489743688391,0.0451341570358649,0.0364894564185221,"MSX1/SOX4/TWIST1/MYC/BOP1/CHEK1/CDK5RAP3/PMAIP1/BCL2/SNAI1/AURKA",11
"GO:0044818","mitotic G2/M transition checkpoint","7/788","50/18903",0.00446048209836169,0.0460442594297017,0.0372252437648973,"CLSPN/CDK1/CHEK1/TICRR/CDC6/BRCA1/CDK5RAP3",7
"GO:0089718","amino acid import across plasma membrane","7/788","50/18903",0.00446048209836169,0.0460442594297017,0.0372252437648973,"SLC6A9/AGT/SLC6A6/SLC7A11/SLC36A1/SLC7A5/SLC6A14",7
"GO:0043010","camera-type eye development","25/788","340/18903",0.00448730311837002,0.0462290353069452,0.037374628881684,"GRHL3/PROX1/THRB/COL8A1/CLCN2/SLC7A11/PDE6A/CITED2/TWIST1/INHBA/WNT2/SHH/KLF4/FJX1/THY1/ACVRL1/COL4A1/BMP4/STRA6/RPGRIP1L/HSF4/SOX9/BFSP1/TGIF2/BMP7",25
"GO:0060021","roof of mouth development","10/788","91/18903",0.00457067245160307,0.0466525875243077,0.0377170566834071,"EPHB3/MSX1/LEF1/TCF21/TWIST1/INHBA/SHH/JAG2/SNAI1/CLDN5",10
"GO:0009952","anterior/posterior pattern specification","18/788","218/18903",0.00461029127053666,0.0466525875243077,0.0377170566834071,"HES6/BHLHE40/TDGF1/MSX1/LEF1/MSX2/WNT2/XRCC2/SHH/PCSK5/BMP4/NKD1/KAT2A/HOXB8/AXIN2/BMP2/FOXA2/AURKA",18
"GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin","4/788","17/18903",0.00461844411423579,0.0466525875243077,0.0377170566834071,"CPA3/PCSK5/EDNRB/CTSG",4
"GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","4/788","17/18903",0.00461844411423579,0.0466525875243077,0.0377170566834071,"MSX1/MSX2/TMEM100/SNAI1",4
"GO:0010566","regulation of ketone biosynthetic process","4/788","17/18903",0.00461844411423579,0.0466525875243077,0.0377170566834071,"CLCN2/BMP6/BMP5/BMP2",4
"GO:0016202","regulation of striated muscle tissue development","4/788","17/18903",0.00461844411423579,0.0466525875243077,0.0377170566834071,"CENPF/LEF1/TWIST1/BMP4",4
"GO:0032328","alanine transport","4/788","17/18903",0.00461844411423579,0.0466525875243077,0.0377170566834071,"SLC6A6/SLC36A1/SLC38A5/SLC6A14",4
"GO:0071468","cellular response to acidic pH","4/788","17/18903",0.00461844411423579,0.0466525875243077,0.0377170566834071,"SLC9A1/CHP1/SCNN1B/PCK1",4
"GO:0072109","glomerular mesangium development","4/788","17/18903",0.00461844411423579,0.0466525875243077,0.0377170566834071,"IL6R/PDGFD/BMP4/BMP7",4
"GO:1900006","positive regulation of dendrite development","4/788","17/18903",0.00461844411423579,0.0466525875243077,0.0377170566834071,"LRP8/BMP5/PTN/BMP7",4
"GO:1901616","organic hydroxy compound catabolic process","9/788","77/18903",0.00464570876588284,0.0467516060812016,0.0377971098749076,"SULT1B1/AKR1B10/CYP27B1/DIO2/SORD/SULT1A2/SULT1A1/LDHD/MAOA",9
"GO:0006720","isoprenoid metabolic process","12/788","121/18903",0.00464629045384385,0.0467516060812016,0.0377971098749076,"LRP8/HMGCS2/RETSAT/DHRS9/UGT1A8/ADH6/ADH1C/CYP2W1/AKR1B10/CEL/DGAT2/RDH5",12
"GO:0061436","establishment of skin barrier","5/788","27/18903",0.00467396927687459,0.0469389705286126,0.037948587764098,"GRHL3/GRHL1/CLDN1/MET/KLF4",5
"GO:0030902","hindbrain development","14/788","153/18903",0.00484613659329543,0.0485738487939206,0.0392703321618972,"KIF14/PROX1/SERPINE2/LEF1/BMP5/SHH/LPAR1/SPTBN2/SSTR1/CKB/RPGRIP1L/KAT2A/BCL2/BMP7",14
"GO:0001843","neural tube closure","10/788","92/18903",0.00494174148295022,0.0492601851360638,0.0398252121394979,"GRHL3/PRKACB/PTK7/CITED2/MTHFD1L/TWIST1/FZD3/BMP4/KAT2A/CELSR1",10
"GO:0002028","regulation of sodium ion transport","10/788","92/18903",0.00494174148295022,0.0492601851360638,0.0398252121394979,"SLC9A1/PCSK9/SERPINE2/ADRB2/ANK3/TESC/P2RX4/CHP1/CHP2/FXYD5",10
"GO:0051445","regulation of meiotic cell cycle","8/788","64/18903",0.00494736604519083,0.0492601851360638,0.0398252121394979,"ASPM/MSX1/MSX2/NPM2/MAPK15/PDE3A/CDC25B/LIF",8
"GO:0000075","cell cycle checkpoint signaling","16/788","186/18903",0.00496214138190377,0.0492601851360638,0.0398252121394979,"CLSPN/NUF2/PROX1/CENPF/MAD2L1/CDK1/CCND1/CHEK1/BRCA2/BUB1B/TICRR/CDC6/BRCA1/CDK5RAP3/EME1/E2F1",16
"GO:0043405","regulation of MAP kinase activity","16/788","186/18903",0.00496214138190377,0.0492601851360638,0.0398252121394979,"DUSP10/AGT/TDGF1/KIT/MEF2C/PDCD4/SMPD1/PDGFD/AJUBA/BMP4/CDK5RAP3/TRIB3/BMP2/BMP7/EDN3/LIME1",16
"GO:0030850","prostate gland development","7/788","51/18903",0.0049882724485833,0.0493305874590814,0.0398821300630002,"SHH/SULF1/FGFR2/BMP4/SOX9/SERPINB5/BMP7",7
"GO:0045058","T cell selection","7/788","51/18903",0.0049882724485833,0.0493305874590814,0.0398821300630002,"IL6R/CD1D/SHH/TOX/IL23A/JAG2/BCL2",7
"GO:0003279","cardiac septum development","11/788","107/18903",0.00502673658086515,0.0493343730341727,0.0398851905738502,"PROX1/FGFRL1/MSX2/SOX4/PTK7/BMP5/CITED2/FGFR2/BMP4/STRA6/BMP7",11
"GO:0010906","regulation of glucose metabolic process","11/788","107/18903",0.00502673658086515,0.0493343730341727,0.0398851905738502,"ZNF692/KAT2B/MST1/PPARGC1A/NR3C1/GPT/DGAT2/ACACB/KAT2A/PMAIP1/FOXA2",11
"GO:0014013","regulation of gliogenesis","11/788","107/18903",0.00502673658086515,0.0493343730341727,0.0398851905738502,"DUSP10/SERPINE2/DAAM2/PTN/SHH/CDKN2B/ASCL2/SLC7A5/BMP2/E2F1/LIF",11
"GO:0060840","artery development","11/788","107/18903",0.00502673658086515,0.0493343730341727,0.0398851905738502,"PROX1/EDNRA/HPGD/SOX4/CITED2/SHH/ACVRL1/BMP4/STRA6/FKBP10/COMP",11
"GO:0045913","positive regulation of carbohydrate metabolic process","9/788","78/18903",0.0050625141469508,0.0495915847060474,0.040093137607928,"KAT2B/P2RY1/PPARGC1A/SLC4A4/MLXIPL/GPT/DGAT2/KAT2A/PMAIP1",9
"GO:0044070","regulation of anion transport","10/788","93/18903",0.00533603582462932,0.0518786822574655,0.041942179484595,"AGT/SLC12A2/SFRP4/STC1/CA2/P2RX4/PLA2G10/CA7/ATP8B1/GABRE",10
"GO:0045666","positive regulation of neuron differentiation","10/788","93/18903",0.00533603582462932,0.0518786822574655,0.041942179484595,"BRINP3/PROX1/ECT2/MEF2C/BMP6/GDPD5/BMP4/BMP2/TGIF2/BMP7",10
"GO:0050886","endocrine process","10/788","93/18903",0.00533603582462932,0.0518786822574655,0.041942179484595,"AGT/CPA3/SPP1/BMP6/INHBA/PCSK5/EDNRB/CTSG/HSD11B2/EDN3",10
"GO:0060606","tube closure","10/788","93/18903",0.00533603582462932,0.0518786822574655,0.041942179484595,"GRHL3/PRKACB/PTK7/CITED2/MTHFD1L/TWIST1/FZD3/BMP4/KAT2A/CELSR1",10
"GO:0046661","male sex differentiation","15/788","171/18903",0.00535892988123095,0.052003697836215,0.0420432503987763,"ASPM/KIT/TLR3/BMP6/BMP5/TCF21/CITED2/INHBA/SHH/KIF18A/CCND1/TESC/FANCA/SOX9/BCL2",15
"GO:0016055","Wnt signaling pathway","31/788","456/18903",0.00538252444570893,0.0520329576246449,0.0420669059591068,"GRHL3/ASPM/ATP6V1C2/CELSR3/LEF1/EDNRA/NKD2/TCF7/SOX4/DAAM2/MDFI/PTK7/SFRP4/WNT2/SHH/FZD3/SULF1/CCN4/KLF4/FGFR2/CCND1/LGR5/EDNRB/NKD1/CDH3/AXIN2/SOX9/PPM1N/BMP2/ZNRF3/CELSR1",31
"GO:0032526","response to retinoic acid","11/788","108/18903",0.00539206836056239,0.0520329576246449,0.0420669059591068,"GJB3/BRINP3/BMP6/PTK7/WNT2/KLF4/FGFR2/TESC/STRA6/HSD17B2/SOX9",11
"GO:0044106","cellular amine metabolic process","11/788","108/18903",0.00539206836056239,0.0520329576246449,0.0420669059591068,"SULT1B1/NAAA/SLC7A11/EDNRA/SLC22A3/AOC1/SULT1A2/SULT1A1/GDPD3/SMOX/MAOA",11
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","13/788","139/18903",0.00542158198104274,0.0522205164047648,0.0422185409597928,"RGS16/GNG4/MGLL/ADRB2/MET/PLCE1/BICD1/CHGA/RPGRIP1L/RGS9/GNG7/SYP/APLN",13
"GO:0031100","animal organ regeneration","8/788","65/18903",0.00544076530143807,0.0523080626939742,0.0422893192065687,"CLDN1/ANGPT2/CDK1/CCND1/PDX1/SLC7A5/AURKA/HMOX1",8
"GO:0030098","lymphocyte differentiation","29/788","419/18903",0.00545951293006563,0.0523740267025903,0.0423426489013202,"IL6R/ZBTB7B/CD1D/DUSP10/PLCL2/CCR2/KIT/LEF1/PTGER4/TCF7/PRR7/SOX4/HDAC9/INHBA/FGL2/SHH/TOX/RIPK2/VSIR/IL23A/BMP4/JAG2/TYRO3/FANCA/KAT2A/BCL2/TNFSF9/PCK1/ITM2A",29
"GO:0006972","hyperosmotic response","5/788","28/18903",0.00549816104326691,0.0523740267025903,0.0423426489013202,"RCSD1/CLDN1/TLR3/SLC12A2/SLC25A23",5
"GO:0010894","negative regulation of steroid biosynthetic process","5/788","28/18903",0.00549816104326691,0.0523740267025903,0.0423426489013202,"PROX1/BMP5/CYP27B1/BMP2/SNAI1",5
"GO:0045606","positive regulation of epidermal cell differentiation","5/788","28/18903",0.00549816104326691,0.0523740267025903,0.0423426489013202,"SFRP4/CYP27B1/BMP4/ETV4/SULT2B1",5
"GO:1903319","positive regulation of protein maturation","5/788","28/18903",0.00549816104326691,0.0523740267025903,0.0423426489013202,"CLEC3B/NKD2/SOX4/TFR2/GSN",5
"GO:0010043","response to zinc ion","7/788","52/18903",0.00556165419453606,0.0528816367634603,0.042753034658143,"P2RX4/MT2A/MT1E/MT1M/MT1F/MT1G/MT1X",7
"GO:0015850","organic hydroxy compound transport","22/788","292/18903",0.00559385829003101,0.0530904279467778,0.042921835346681,"PINK1/PCSK9/AGT/P2RY1/SPP1/BMP6/SLC22A3/OSBPL3/STX1A/SHH/MAPK15/CEL/SYT7/SLC2A13/CHGA/SLC51B/STRA6/NMB/PLA2G10/P2RX1/ATP8B1/GRAMD1A",22
"GO:0060070","canonical Wnt signaling pathway","23/788","310/18903",0.0056222834471001,0.0532626559833139,0.0430610759539275,"ASPM/LEF1/EDNRA/NKD2/TCF7/SOX4/DAAM2/PTK7/SFRP4/WNT2/SHH/FZD3/KLF4/FGFR2/LGR5/EDNRB/NKD1/CDH3/AXIN2/SOX9/PPM1N/BMP2/ZNRF3",23
"GO:0042471","ear morphogenesis","12/788","124/18903",0.00564944072421728,0.0534222661184196,0.0431901154098824,"GRHL3/COL11A1/PROX1/MSX1/EDNRA/SLC44A4/PTK7/TWIST1/FZD3/ITGA8/FGFR2/SOX9",12
"GO:0198738","cell-cell signaling by wnt","31/788","458/18903",0.00572675382730421,0.0540268619369732,0.0436789109080325,"GRHL3/ASPM/ATP6V1C2/CELSR3/LEF1/EDNRA/NKD2/TCF7/SOX4/DAAM2/MDFI/PTK7/SFRP4/WNT2/SHH/FZD3/SULF1/CCN4/KLF4/FGFR2/CCND1/LGR5/EDNRB/NKD1/CDH3/AXIN2/SOX9/PPM1N/BMP2/ZNRF3/CELSR1",31
"GO:0002827","positive regulation of T-helper 1 type immune response","4/788","18/18903",0.00574465475246473,0.0540268619369732,0.0436789109080325,"SLC11A1/CCR2/RIPK2/IL23A",4
"GO:0003128","heart field specification","4/788","18/18903",0.00574465475246473,0.0540268619369732,0.0436789109080325,"MEF2C/BMP4/AXIN2/BMP2",4
"GO:1902692","regulation of neuroblast proliferation","6/788","40/18903",0.00588702975751647,0.0552655583395839,0.0446803555204339,"ASPM/PROX1/PTN/SHH/FZD3/WDR62",6
"GO:0003151","outflow tract morphogenesis","9/788","80/18903",0.00598262157415029,0.0560613833584933,0.0453237534312709,"EDNRA/MEF2C/MSX2/CITED2/TWIST1/FGFR2/BMP4/BMP7/CLDN5",9
"GO:0003014","renal system process","12/788","125/18903",0.00601956549926042,0.0563057552656453,0.0455213199450056,"PRKACB/AGT/JCHAIN/EDNRA/STC1/SULF1/PCSK5/GSN/EDNRB/BMP4/HSD11B2/BCL2",12
"GO:0007093","mitotic cell cycle checkpoint signaling","13/788","141/18903",0.00610575646494452,0.057009063065482,0.0460899207785286,"CLSPN/NUF2/CENPF/MAD2L1/CDK1/CCND1/CHEK1/BUB1B/TICRR/CDC6/BRCA1/CDK5RAP3/EME1",13
"GO:0009409","response to cold","7/788","53/18903",0.00618297104748477,0.0573169158641611,0.0463388094698981,"SLC9A1/SCN9A/PLAC8/ADRB2/SLC25A27/APPL2/DIO2",7
"GO:0051155","positive regulation of striated muscle cell differentiation","7/788","53/18903",0.00618297104748477,0.0573169158641611,0.0463388094698981,"PROX1/MEF2C/SHH/ATP11A/BMP4/KAT2A/BCL2",7
"GO:0060071","Wnt signaling pathway, planar cell polarity pathway","7/788","53/18903",0.00618297104748477,0.0573169158641611,0.0463388094698981,"GRHL3/CELSR3/PTK7/FZD3/NKD1/ZNRF3/CELSR1",7
"GO:2000677","regulation of transcription regulatory region DNA binding","7/788","53/18903",0.00618297104748477,0.0573169158641611,0.0463388094698981,"MSX1/MSX2/TWIST1/SRI/KLF4/ZBTB7C/LIF",7
"GO:0014909","smooth muscle cell migration","10/788","95/18903",0.00619817215986367,0.0573552288078813,0.0463697842034914,"S100A11/AGT/ITGA2/MEF2C/CCN4/LPAR1/PLAU/PDGFD/BCL2/TAFA5",10
"GO:0007596","blood coagulation","18/788","225/18903",0.00637017494229273,0.0588417942084865,0.0475716226106109,"PDPN/FAP/SERPINE2/P2RY1/SLC7A11/ITGA2/F2RL2/ADTRP/SHH/PLAU/PAPSS2/CTSG/TYRO3/RAB27A/P2RX1/COMP/FOXA2/SCUBE1",18
"GO:0097421","liver regeneration","5/788","29/18903",0.00641982940585402,0.0591949394682127,0.0478571287418973,"CLDN1/CCND1/SLC7A5/AURKA/HMOX1",5
"GO:0000086","G2/M transition of mitotic cell cycle","13/788","142/18903",0.00647272016221515,0.059576617905149,0.0481657029926452,"CLSPN/KIF14/CENPF/CDK1/CCND1/CHEK1/TICRR/PKMYT1/CDC6/BRCA1/CDK5RAP3/CDC25B/AURKA",13
"GO:0048872","homeostasis of number of cells","22/788","296/18903",0.00653679138012928,0.059869541666867,0.0484025220569442,"RHEX/LYAR/KIT/SLC7A11/MEF2C/SOX4/CITED2/INHBA/NCAPG2/LRRC19/BMP4/TNFRSF17/PLA2G10/SCNN1B/SPNS2/TNFRSF13B/CDK5RAP3/SOX9/PMAIP1/BCL2/HMOX1/MB",22
"GO:0035019","somatic stem cell population maintenance","8/788","67/18903",0.00653920505276857,0.059869541666867,0.0484025220569442,"KIT/SOX4/MYC/KLF4/ASCL2/SOX9/BMP7/LIF",8
"GO:0070613","regulation of protein processing","8/788","67/18903",0.00653920505276857,0.059869541666867,0.0484025220569442,"PRKACB/SERPINE2/CLEC3B/NKD2/GSN/PLAU/LDLRAD3/CHAC1",8
"GO:0031589","cell-substrate adhesion","26/788","369/18903",0.00658401630006586,0.0600929988198651,0.0485831796914549,"PDPN/SLC9A1/TACSTD2/KIF14/COL8A1/EPHB3/ADAMTS12/CCL28/ITGA2/EDIL3/GCNT2/ANGPT2/CDKN2A/ITGA8/PLAU/VWA2/MMP12/THY1/ACVRL1/AJUBA/TYRO3/ITGA11/SRCIN1/BCL2/FUT1/EGFL6",26
"GO:0010469","regulation of signaling receptor activity","15/788","175/18903",0.00660952628205269,0.0600929988198651,0.0485831796914549,"PINK1/SLC6A9/PCSK9/GREM2/CCR2/P2RY1/EREG/AREG/HOMER1/MEF2C/ADRB2/NCAPG2/LY6E/PLAU/BICD1",15
"GO:0060421","positive regulation of heart growth","6/788","41/18903",0.0066584002063329,0.0600929988198651,0.0485831796914549,"PROX1/MEF2C/WNT2/CDK1/FGFR2/ACACB",6
"GO:0070050","neuron cellular homeostasis","6/788","41/18903",0.0066584002063329,0.0600929988198651,0.0485831796914549,"P2RY1/SCGN/CA2/TYRO3/CA7/P2RX1",6
"GO:0120178","steroid hormone biosynthetic process","6/788","41/18903",0.0066584002063329,0.0600929988198651,0.0485831796914549,"CLCN2/BMP6/BMP5/HSD17B2/DHRS11/BMP2",6
"GO:1905314","semi-lunar valve development","6/788","41/18903",0.0066584002063329,0.0600929988198651,0.0485831796914549,"TWIST1/BMP4/STRA6/SOX9/BMP2/SNAI1",6
"GO:0001738","morphogenesis of a polarized epithelium","10/788","96/18903",0.00666798037850684,0.0600929988198651,0.0485831796914549,"GRHL3/CELSR3/PTK7/FZD3/SAPCD2/NKD1/RPGRIP1L/SYNE4/ZNRF3/CELSR1",10
"GO:0014033","neural crest cell differentiation","10/788","96/18903",0.00666798037850684,0.0600929988198651,0.0485831796914549,"EDNRA/MEF2C/CITED2/TWIST1/SHH/EDNRB/BMP4/SOX9/BMP7/EDN3",10
"GO:0051153","regulation of striated muscle cell differentiation","10/788","96/18903",0.00666798037850684,0.0600929988198651,0.0485831796914549,"PROX1/MSX1/MEF2C/HDAC9/SHH/ATP11A/BMP4/KAT2A/BCL2/BMP2",10
"GO:0071383","cellular response to steroid hormone stimulus","17/788","209/18903",0.00671347310544307,0.0603979472784827,0.0488297203210224,"PADI2/HMGCS2/NR3C2/PLPP1/NR3C1/ADTRP/PAQR8/TCF21/STC1/BMP4/TFAP4/SCNN1B/BRCA1/AXIN2/BMP7/PCK1/PMEPA1",17
"GO:0014009","glial cell proliferation","7/788","54/18903",0.00685457602908003,0.0608021568928405,0.0491565102751438,"AREG/SOX4/SHH/CDKN2B/ASCL2/SLC7A5/E2F1",7
"GO:0045778","positive regulation of ossification","7/788","54/18903",0.00685457602908003,0.0608021568928405,0.0491565102751438,"MEF2C/ADRB2/BMP6/PTN/BMP4/BMP2/BMP7",7
"GO:0055123","digestive system development","13/788","143/18903",0.00685699920523548,0.0608021568928405,0.0491565102751438,"HMGCS2/EPHB3/KIT/TCF21/SHH/PCSK5/FGFR2/PDX1/EDNRB/BMP4/STRA6/SOX9/BCL2",13
"GO:0003330","regulation of extracellular matrix constituent secretion","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"AGT/ADTRP/BMP2",3
"GO:0014824","artery smooth muscle contraction","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"AGT/EDNRA/SCNN1B",3
"GO:0015838","amino-acid betaine transport","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"SLC25A20/SLC22A5/SLC6A14",3
"GO:0032353","negative regulation of hormone biosynthetic process","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"BMP5/CYP27B1/BMP2",3
"GO:0033314","mitotic DNA replication checkpoint signaling","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"CLSPN/TICRR/CDC6",3
"GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"GFRA2/SULF1/GDF15",3
"GO:0060054","positive regulation of epithelial cell proliferation involved in wound healing","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"CLDN1/MMP12/JAML",3
"GO:0060536","cartilage morphogenesis","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"MSX1/STC1/SNAI1",3
"GO:0071600","otic vesicle morphogenesis","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"PROX1/FGFR2/SOX9",3
"GO:0072203","cell proliferation involved in metanephros development","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"SHH/MYC/BMP7",3
"GO:2001054","negative regulation of mesenchymal cell apoptotic process","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"SHH/SOX9/BMP7",3
"GO:2001269","positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","3/788","10/18903",0.00695021954991056,0.0608021568928405,0.0491565102751438,"PRR7/GSN/TFAP4",3
"GO:0010634","positive regulation of epithelial cell migration","15/788","176/18903",0.00695617292535366,0.0608021568928405,0.0491565102751438,"PROX1/AGT/TDGF1/ITGA2/SPARC/HDAC9/MET/ENPP2/GLIPR2/P2RX4/BMP4/SOX9/FUT1/HMOX1/SRPX2",15
"GO:0060395","SMAD protein signal transduction","9/788","82/18903",0.00702645299878327,0.0608021568928405,0.0491565102751438,"BMP3/BMP6/BMP5/INHBA/PBLD/BMP4/GDF15/BMP2/BMP7",9
"GO:0048839","inner ear development","16/788","193/18903",0.00703433382473792,0.0608021568928405,0.0491565102751438,"GRHL3/COL11A1/PROX1/SLC44A4/PTK7/SHH/FZD3/ITGA8/FGFR2/LGR5/BMP4/JAG2/RPGRIP1L/SOX9/ATP8B1/BMP2",16
"GO:0003417","growth plate cartilage development","4/788","19/18903",0.00704000272784722,0.0608021568928405,0.0491565102751438,"STC1/COL27A1/SOX9/COMP",4
"GO:0032026","response to magnesium ion","4/788","19/18903",0.00704000272784722,0.0608021568928405,0.0491565102751438,"BMP6/ANK3/CCND1/SMPD3",4
"GO:0038092","nodal signaling pathway","4/788","19/18903",0.00704000272784722,0.0608021568928405,0.0491565102751438,"TDGF1/CITED2/SHH/TGIF2",4
"GO:0045603","positive regulation of endothelial cell differentiation","4/788","19/18903",0.00704000272784722,0.0608021568928405,0.0491565102751438,"BMP6/ACVRL1/BMP4/TMEM100",4
"GO:0060039","pericardium development","4/788","19/18903",0.00704000272784722,0.0608021568928405,0.0491565102751438,"BMP5/RPGRIP1L/BMP2/BMP7",4
"GO:0060438","trachea development","4/788","19/18903",0.00704000272784722,0.0608021568928405,0.0491565102751438,"LEF1/SHH/BMP4/SOX9",4
"GO:0051147","regulation of muscle cell differentiation","14/788","160/18903",0.00715089022253752,0.0616570933996497,0.0498476978469207,"PROX1/MSX1/KIT/EREG/MEF2C/HDAC9/SHH/PDCD4/FGFR2/ATP11A/BMP4/KAT2A/BCL2/BMP2",14
"GO:0006576","cellular biogenic amine metabolic process","10/788","97/18903",0.00716494412085035,0.0616756485618713,0.0498626990749858,"SULT1B1/NAAA/EDNRA/SLC22A3/AOC1/SULT1A2/SULT1A1/GDPD3/SMOX/MAOA",10
"GO:0042692","muscle cell differentiation","28/788","409/18903",0.00721990293408634,0.0620456666740223,0.0501618463431328,"SLC9A1/PROX1/AGT/MSX1/KIT/EREG/EDNRA/HOMER1/MEF2C/HDAC9/SHH/ITGA8/NEBL/CDK1/PDCD4/FGFR2/ADAM12/BARX2/EDNRB/ATP11A/BMP4/KAT2A/SOX9/BCL2/GDF15/COMP/BMP2/JAM2",28
"GO:0048706","embryonic skeletal system development","12/788","128/18903",0.00724622486035876,0.0621687702423495,0.0502613714608363,"COL11A1/EDNRA/MDFI/MTHFD1L/TWIST1/SHH/SULF1/PCSK5/FGFR2/BMP4/HOXB8/BMP7",12
"GO:0002360","T cell lineage commitment","5/788","30/18903",0.00744461094252739,0.0636600229441864,0.0514669993942314,"IL6R/SHH/TOX/IL23A/BCL2",5
"GO:0010447","response to acidic pH","5/788","30/18903",0.00744461094252739,0.0636600229441864,0.0514669993942314,"SLC9A1/ASIC1/CHP1/SCNN1B/PCK1",5
"GO:0010907","positive regulation of glucose metabolic process","6/788","42/18903",0.00750048347530793,0.0639383163794587,0.0516919903289211,"KAT2B/PPARGC1A/GPT/DGAT2/KAT2A/PMAIP1",6
"GO:0051604","protein maturation","24/788","336/18903",0.00750183256632784,0.0639383163794587,0.0516919903289211,"PCSK9/PRKACB/SERPINE2/KAT2B/CLEC3B/CPA3/TSPAN5/NKD2/ADAMTS2/SOX4/TFR2/SHH/RIPK2/PCSK5/GSN/VSIR/PLAU/CASP7/LDLRAD3/CPM/TESC/CTSG/CHAC1/COMP",24
"GO:0002686","negative regulation of leukocyte migration","7/788","55/18903",0.0075788255202146,0.0640588812022886,0.0517894629558001,"PADI2/PTGER4/CCL28/ADTRP/BMP5/MMP28/HMOX1",7
"GO:0055078","sodium ion homeostasis","7/788","55/18903",0.0075788255202146,0.0640588812022886,0.0517894629558001,"SLC9A1/AGT/EDNRA/SLC12A2/EDNRB/SCNN1B/TMPRSS3",7
"GO:0070169","positive regulation of biomineral tissue development","7/788","55/18903",0.0075788255202146,0.0640588812022886,0.0517894629558001,"MEF2C/ADRB2/BMP6/PTN/BMP4/BMP2/BMP7",7
"GO:2000179","positive regulation of neural precursor cell proliferation","7/788","55/18903",0.0075788255202146,0.0640588812022886,0.0517894629558001,"ASPM/PROX1/SHH/FZD3/TOX/RASSF10/WDR62",7
"GO:0014032","neural crest cell development","9/788","83/18903",0.0075979583284093,0.0640588812022886,0.0517894629558001,"EDNRA/CITED2/TWIST1/SHH/EDNRB/BMP4/SOX9/BMP7/EDN3",9
"GO:0042310","vasoconstriction","9/788","83/18903",0.0075979583284093,0.0640588812022886,0.0517894629558001,"HTR1D/AGT/EDNRA/EDNRB/SCNN1B/P2RX1/COMP/EDN3/CYSLTR1",9
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","21/788","282/18903",0.00760251098792116,0.0640588812022886,0.0517894629558001,"CADM3/IGSF9/NECTIN4/IL1RN/CNTN4/CELSR3/CLDN1/FGFRL1/CLDN23/KLF4/JAML/AJUBA/CDH11/CDH3/DSC2/CD209/FXYD5/BMP2/CLDN5/CELSR1/CLDN2",21
"GO:1990868","response to chemokine","10/788","98/18903",0.00769007176849179,0.064586631935696,0.0522161317727498,"PADI2/ACKR2/CCR2/CXCL1/CXCL3/CXCL2/CXCL11/SLC12A2/CCL15/CCL23",10
"GO:1990869","cellular response to chemokine","10/788","98/18903",0.00769007176849179,0.064586631935696,0.0522161317727498,"PADI2/ACKR2/CCR2/CXCL1/CXCL3/CXCL2/CXCL11/SLC12A2/CCL15/CCL23",10
"GO:0061180","mammary gland epithelium development","8/788","69/18903",0.00779776888995597,0.0653851753847117,0.0528617274434079,"MSX1/AREG/NR3C1/MSX2/WNT2/FGFR2/CCND1/BRCA2",8
"GO:0050817","coagulation","18/788","230/18903",0.0079345673805844,0.0664247627886727,0.0537021990897473,"PDPN/FAP/SERPINE2/P2RY1/SLC7A11/ITGA2/F2RL2/ADTRP/SHH/PLAU/PAPSS2/CTSG/TYRO3/RAB27A/P2RX1/COMP/FOXA2/SCUBE1",18
